Year,State,value
1948,Hawaii,
1948,Iowa,352.2414471
1948,Idaho,275.2268603
1948,Ill.,426.9761459
1948,Ind.,366.5849884
1948,Kan.,58.29809725
1948,Ky.,127.9730209
1948,La.,57.62711864
1948,Mass.,674.9679076
1948,Md.,435.3808895
1948,Maine,335.022779
1948,Mich.,561.0735554
1948,Minn.,286.3319386
1948,Mo.,150.2211238
1948,Miss.,58.261079
1948,Mont.,341.6051661
1948,N.C.,26.96116758
1948,N.D.,214.4827586
1948,Neb.,263.2806324
1948,N.H.,77.59615385
1948,N.J.,715.4482614
1948,N.M,174.6688742
1948,Nev.,38.14102564
1948,N.Y.,330.9443333
1948,Ohio,282.3006602
1948,Okla.,66.01244615
1948,Ore.,367.6156584
1948,Pa.,306.6880529
1948,R.I.,48.41168996
1948,S.C.,120.6663327
1948,S.D.,140.2777778
1948,Tenn.,127.5497512
1948,Texas,583.8578547
1948,Utah,910.949464
1948,Va.,191.3002806
1948,Vt.,407.1030641
1948,Wash.,482.2838137
1948,Wis.,926.1466506
1948,W.Va.,295.4713007
1948,Wyo.,805.3903346
1949,Alaska,
1949,Ala.,368.8666667
1949,Ark.,667.7331887
1949,Ariz.,531.512605
1949,Calif.,320.7990713
1949,Colo.,557.6061776
1949,Conn.,935.6299213
1949,D.C.,278.5625774
1949,Del.,234.4936709
1949,Fla.,144.0404798
1949,Ga.,288.6917293
1949,Hawaii,
1949,Iowa,87.00543057
1949,Idaho,511.0526316
1949,Ill.,65.91695502
1949,Ind.,100.1515917
1949,Kan.,882.2857143
1949,Ky.,294.5945946
1949,La.,51.59453303
1949,Mass.,556.8656402
1949,Md.,740.2318592
1949,Maine,1108.859358
1949,Mich.,312.0814908
1949,Minn.,114.4463373
1949,Mo.,203.760948
1949,Miss.,106.7625899
1949,Mont.,676.0984183
1949,N.C.,442.4955254
1949,N.D.,245.8961474
1949,Neb.,207.9877112
1949,N.H.,230.5816135
1949,N.J.,705.1135201
1949,N.M,671.4285714
1949,Nev.,60.50955414
1949,N.Y.,353.0754768
1949,Ohio,268.2679042
1949,Okla.,354.0617577
1949,Ore.,684.3466108
1949,Pa.,483.9653513
1949,R.I.,561.6729089
1949,S.C.,453.0803351
1949,S.D.,157.3692552
1949,Tenn.,252.750309
1949,Texas,749.4818313
1949,Utah,526.5275708
1949,Va.,649.3620899
1949,Vt.,1711.382114
1949,Wash.,551.1769834
1949,Wis.,1171.099971
1949,W.Va.,188.4455959
1949,Wyo.,201.4440433
1950,Alaska,
1950,Ala.,50.88293002
1950,Ark.,91.14255765
1950,Ariz.,316.005291
1950,Calif.,137.9413693
1950,Colo.,395.3962264
1950,Conn.,197.4206349
1950,D.C.,213.5235732
1950,Del.,194.7040498
1950,Fla.,83.41637011
1950,Ga.,62.43493349
1950,Hawaii,13.25301205
1950,Iowa,399.4666667
1950,Idaho,324.0677966
1950,Ill.,200.3547723
1950,Ind.,169.4227376
1950,Kan.,93.16283925
1950,Ky.,162.6362398
1950,La.,28.55024101
1950,Mass.,264.7247119
1950,Md.,61.74097665
1950,Maine,106.1068702
1950,Mich.,575.2926487
1950,Minn.,125.1584918
1950,Mo.,58.04742684
1950,Miss.,99.49448529
1950,Mont.,300.1686341
1950,N.C.,118.879056
1950,N.D.,63.65105008
1950,Neb.,275.2825923
1950,N.H.,34.39849624
1950,N.J.,601.6625616
1950,N.M,135.9941945
1950,Nev.,67.90123457
1950,N.Y.,201.305079
1950,Ohio,161.7919799
1950,Okla.,27.50112158
1950,Ore.,49.41253264
1950,Pa.,165.4325688
1950,R.I.,30.66157761
1950,S.C.,90.62943682
1950,S.D.,102.5954198
1950,Tenn.,104.13273
1950,Texas,175.6430041
1950,Utah,879.1666667
1950,Va.,85.42986425
1950,Vt.,157.5197889
1950,Wash.,142.6057813
1950,Wis.,546.7132054
1950,W.Va.,293.1704885
1950,Wyo.,210
1951,Alaska,
1951,Ala.,103.2363517
1951,Ark.,401.1046817
1951,Ariz.,1351.464968
1951,Calif.,548.3653673
1951,Colo.,934.0120664
1951,Conn.,227.4161736
1951,D.C.,185.1485149
1951,Del.,208.4592145
1951,Fla.,76.17449664
1951,Ga.,213.0557916
1951,Hawaii,955.2529183
1951,Iowa,103.7829576
1951,Idaho,358.0645161
1951,Ill.,187.6450512
1951,Ind.,102.0019531
1951,Kan.,572.2051282
1951,Ky.,290.9894594
1951,La.,78.72878295
1951,Mass.,311.5384615
1951,Md.,269.0700533
1951,Maine,193.0131004
1951,Mich.,221.8562413
1951,Minn.,93.35548173
1951,Mo.,188.5678705
1951,Miss.,91.26213592
1951,Mont.,416.6107383
1951,N.C.,81.38349515
1951,N.D.,426.986755
1951,Neb.,41.71732523
1951,N.H.,196.4083176
1951,N.J.,394.9860168
1951,N.M,297.4895397
1951,Nev.,171.4285714
1951,N.Y.,240.6111484
1951,Ohio,295.782161
1951,Okla.,359.9095023
1951,Ore.,617.8020566
1951,Pa.,299.8661696
1951,R.I.,113.2653061
1951,S.C.,34.28703276
1951,S.D.,106.7175573
1951,Tenn.,80.6346382
1951,Texas,808.7905314
1951,Utah,331.4447592
1951,Va.,408.7070472
1951,Vt.,1130.952381
1951,Wash.,733.3333333
1951,Wis.,958.0692062
1951,W.Va.,227.2681452
1951,Wyo.,753.6082474
1952,Alaska,
1952,Ala.,351.7275098
1952,Ark.,188.5473341
1952,Ariz.,424.584323
1952,Calif.,335.2943704
1952,Colo.,386.9230769
1952,Conn.,1179.000481
1952,D.C.,286.2111801
1952,Del.,119.3548387
1952,Fla.,110.0095027
1952,Ga.,225.4324777
1952,Hawaii,
1952,Iowa,120.8111196
1952,Idaho,196.0817717
1952,Ill.,294.5399732
1952,Ind.,179.1224687
1952,Kan.,326.0748609
1952,Ky.,362.9794521
1952,La.,23.9268121
1952,Mass.,940.0645161
1952,Md.,348.04
1952,Maine,987.704918
1952,Mich.,407.4736842
1952,Minn.,96.96369637
1952,Mo.,60.93907351
1952,Miss.,64.59107807
1952,Mont.,643.9368771
1952,N.C.,93.50206863
1952,N.D.,432.1546053
1952,Neb.,214.0350877
1952,N.H.,447.2897196
1952,N.J.,1282.682927
1952,N.M,210.6122449
1952,Nev.,285.359116
1952,N.Y.,500.5891259
1952,Ohio,248.0181269
1952,Okla.,91.97836863
1952,Ore.,209.7661188
1952,Pa.,358.4737694
1952,R.I.,665.7730673
1952,S.C.,81.70339761
1952,S.D.,115.2841782
1952,Tenn.,200.477327
1952,Texas,283.2812124
1952,Utah,652.4861878
1952,Va.,376.5268265
1952,Vt.,1397.333333
1952,Wash.,243.7908497
1952,Wis.,1140.833093
1952,W.Va.,269.9795606
1952,Wyo.,231.7406143
1953,Alaska,
1953,Ala.,93.97314117
1953,Ark.,727.3876404
1953,Ariz.,557.885906
1953,Calif.,438.9111093
1953,Colo.,683.9622642
1953,Conn.,100
1953,D.C.,44.07407407
1953,Del.,115.954416
1953,Fla.,38.54984894
1953,Ga.,86.50927487
1953,Hawaii,
1953,Iowa,413.7694941
1953,Idaho,324.3288591
1953,Ill.,173.6955323
1953,Ind.,162.577714
1953,Kan.,750.8776329
1953,Ky.,134.550465
1953,La.,155.931612
1953,Mass.,68.26883063
1953,Md.,79.47019868
1953,Maine,181.5443593
1953,Mich.,323.0211082
1953,Minn.,136.2459016
1953,Mo.,218.880597
1953,Miss.,115.415677
1953,Mont.,505.275974
1953,N.C.,115.4490291
1953,N.D.,254.4334975
1953,Neb.,183.7253414
1953,N.H.,50.73126143
1953,N.J.,81.1914324
1953,N.M,662.8968254
1953,Nev.,102.3076923
1953,N.Y.,74.16435886
1953,Ohio,314.9575137
1953,Okla.,173.0980752
1953,Ore.,558.1511555
1953,Pa.,146.1827049
1953,R.I.,61.96319018
1953,S.C.,89.36267767
1953,S.D.,68.82716049
1953,Tenn.,84.76950889
1953,Texas,885.790547
1953,Utah,775.3721245
1953,Va.,138.9654203
1953,Vt.,148.944591
1953,Wash.,473.1143552
1953,Wis.,1166.871078
1953,W.Va.,309.5904614
1953,Wyo.,497.5862069
1954,Alaska,691.627907
1954,Ala.,280.3915063
1954,Ark.,151.0380623
1954,Ariz.,531.511254
1954,Calif.,473.0346775
1954,Colo.,127.6624246
1954,Conn.,223.4771009
1954,D.C.,383.312263
1954,Del.,527.7173913
1954,Fla.,312.2681883
1954,Ga.,188.0344253
1954,Hawaii,99.8019802
1954,Iowa,477.1515613
1954,Idaho,734.1666667
1954,Ill.,358.7332469
1954,Ind.,517.0966229
1954,Kan.,66.35651322
1954,Ky.,1025.982081
1954,La.,105.0294832
1954,Mass.,475.0509165
1954,Md.,433.8175047
1954,Maine,626.7529666
1954,Mich.,568.596094
1954,Minn.,92.93286219
1954,Mo.,37.89965568
1954,Miss.,145.9302326
1954,Mont.,750
1954,N.C.,229.2907286
1954,N.D.,454.1734861
1954,Neb.,191.641791
1954,N.H.,168.2310469
1954,N.J.,445.8208955
1954,N.M,355.9633028
1954,Nev.,182.1596244
1954,N.Y.,548.3622107
1954,Ohio,322.2923476
1954,Okla.,152.1502943
1954,Ore.,244.3419434
1954,Pa.,351.8258297
1954,R.I.,223.6519608
1954,S.C.,254.8713235
1954,S.D.,123.5114504
1954,Tenn.,416.4036916
1954,Texas,906.1441183
1954,Utah,1043.866667
1954,Va.,673.5583685
1954,Vt.,760.2122016
1954,Wash.,857.4721781
1954,Wis.,289.578714
1954,W.Va.,512.0734908
1954,Wyo.,391.8088737
1955,Alaska,241.8918919
1955,Ala.,69.67213115
1955,Ark.,173.5652174
1955,Ariz.,1024.012158
1955,Calif.,513.469885
1955,Colo.,317.076326
1955,Conn.,1256.608696
1955,D.C.,57.70700637
1955,Del.,26.99228792
1955,Fla.,38.08380037
1955,Ga.,68.15181518
1955,Hawaii,1186.456401
1955,Iowa,286.6368048
1955,Idaho,113.7540453
1955,Ill.,144.663487
1955,Ind.,86.38551455
1955,Kan.,145.5327281
1955,Ky.,76.04810997
1955,La.,5.668703327
1955,Mass.,957.4969275
1955,Md.,83.51568198
1955,Maine,710.4925054
1955,Mich.,309.1283459
1955,Minn.,225.2837327
1955,Mo.,96.5408805
1955,Miss.,72.76699029
1955,Mont.,449.8427673
1955,N.C.,29.67939651
1955,N.D.,407.804878
1955,Neb.,12.08151383
1955,N.H.,831.4183124
1955,N.J.,937.0956016
1955,N.M,621.7834395
1955,Nev.,165.4008439
1955,N.Y.,241.400476
1955,Ohio,170.3005434
1955,Okla.,132.2666667
1955,Ore.,295.177818
1955,Pa.,170.4634793
1955,R.I.,657.2296476
1955,S.C.,53.31818182
1955,S.D.,63.65007541
1955,Tenn.,172.0644217
1955,Texas,455.7274827
1955,Utah,101.0217114
1955,Va.,120.122631
1955,Vt.,1894.933333
1955,Wash.,425.0384025
1955,Wis.,1389.045936
1955,W.Va.,204.2021277
1955,Wyo.,180.781759
1956,Alaska,1120.982143
1956,Ala.,231.7486161
1956,Ark.,506.8661972
1956,Ariz.,644.3494777
1956,Calif.,235.2074674
1956,Colo.,873.2307692
1956,Conn.,116.4507772
1956,D.C.,210.2766798
1956,Del.,212.254902
1956,Fla.,127.2300469
1956,Ga.,128.8840854
1956,Hawaii,922.0035778
1956,Iowa,307.3991861
1956,Idaho,317.5159236
1956,Ill.,442.0146905
1956,Ind.,368.2144459
1956,Kan.,200.7550731
1956,Ky.,610.3174603
1956,La.,69.65699208
1956,Mass.,72.00981394
1956,Md.,310.7790822
1956,Maine,115.3518124
1956,Mich.,540.1499933
1956,Minn.,40.74074074
1956,Mo.,124.9099207
1956,Miss.,107.7660594
1956,Mont.,1016.615854
1956,N.C.,178.8117893
1956,N.D.,362.4796085
1956,Neb.,178.5969936
1956,N.H.,35.33568905
1956,N.J.,340.3383793
1956,N.M,495.2853598
1956,Nev.,55.2
1956,N.Y.,308.5650447
1956,Ohio,477.3107418
1956,Okla.,440.4311483
1956,Ore.,135.041225
1956,Pa.,397.9584397
1956,R.I.,22.38095238
1956,S.C.,384.7465231
1956,S.D.,86.71641791
1956,Tenn.,617.0131772
1956,Texas,755.209513
1956,Utah,284.1779975
1956,Va.,634.4975819
1956,Vt.,340.8488064
1956,Wash.,481.3343328
1956,Wis.,715.7135222
1956,W.Va.,587.1297792
1956,Wyo.,640.7051282
1957,Alaska,414.7186147
1957,Ala.,299.7748472
1957,Ark.,78.36122331
1957,Ariz.,700.9777778
1957,Calif.,353.3581043
1957,Colo.,173.4975962
1957,Conn.,410.0042391
1957,D.C.,114.8099607
1957,Del.,78.16901408
1957,Fla.,120.3568161
1957,Ga.,155.6027616
1957,Hawaii,866.2671233
1957,Iowa,330.7805596
1957,Idaho,486.9158879
1957,Ill.,100.2482416
1957,Ind.,180.326783
1957,Kan.,0.610902256
1957,Ky.,557.7527322
1957,La.,34.67094703
1957,Mass.,222.0531548
1957,Md.,79.67281587
1957,Maine,478.8971368
1957,Mich.,234.8659004
1957,Minn.,229.3219304
1957,Mo.,102.2439723
1957,Miss.,61.44636015
1957,Mont.,528.6356822
1957,N.C.,43.63553114
1957,N.D.,629.248366
1957,Neb.,16.78622669
1957,N.H.,69.05594406
1957,N.J.,458.0617047
1957,N.M,747.3435655
1957,Nev.,592.3076923
1957,N.Y.,233.6325882
1957,Ohio,86.93942614
1957,Okla.,66.08238387
1957,Ore.,879.2640187
1957,Pa.,117.0896476
1957,R.I.,72.62044653
1957,S.C.,248.1970097
1957,S.D.,81.53153153
1957,Tenn.,455.9988352
1957,Texas,471.8522602
1957,Utah,1749.878935
1957,Va.,128.6680541
1957,Vt.,761.4361702
1957,Wash.,614.3538913
1957,Wis.,980.7702453
1957,W.Va.,185.0786761
1957,Wyo.,69.42675159
1958,Alaska,562.0535714
1958,Ala.,242.3016124
1958,Ark.,173.9281576
1958,Ariz.,825.2305113
1958,Calif.,235.7123656
1958,Colo.,566.0467906
1958,Conn.,645.625511
1958,D.C.,187.5825627
1958,Del.,118.9376443
1958,Fla.,266.6738661
1958,Ga.,175.1840168
1958,Hawaii,95.04132231
1958,Iowa,463.8109306
1958,Idaho,591.9504644
1958,Ill.,233.1074246
1958,Ind.,396.5306568
1958,Kan.,3.314659197
1958,Ky.,619.6555218
1958,La.,9.033280507
1958,Mass.,714.9500998
1958,Md.,210.8316566
1958,Maine,462.6059322
1958,Mich.,530.4160689
1958,Minn.,37.85089043
1958,Mo.,82.41758242
1958,Miss.,67.49760307
1958,Mont.,1065.465465
1958,N.C.,93.76142596
1958,N.D.,714.5214521
1958,Neb.,108.8214027
1958,N.H.,367.9862306
1958,N.J.,429.1001698
1958,N.M,912.1896163
1958,Nev.,73.60594796
1958,N.Y.,364.1768568
1958,Ohio,312.7929993
1958,Okla.,317.8650199
1958,Ore.,528.9871944
1958,Pa.,307.1803219
1958,R.I.,496.8531469
1958,S.C.,472.1788194
1958,S.D.,18.44512195
1958,Tenn.,793.5465284
1958,Texas,889.5265888
1958,Utah,458.816568
1958,Va.,550.1532959
1958,Vt.,549.2105263
1958,Wash.,384.2048323
1958,Wis.,1665.3656
1958,W.Va.,657.1815718
1958,Wyo.,433.3333333
1959,Alaska,816.5178571
1959,Ala.,108.2084894
1959,Ark.,46.46924829
1959,Ariz.,719.0325139
1959,Calif.,251.8329346
1959,Colo.,411.5204678
1959,Conn.,516.4486722
1959,D.C.,52.16819974
1959,Del.,139.6825397
1959,Fla.,74.70881864
1959,Ga.,11.50465357
1959,Hawaii,592.6045016
1959,Iowa,420.2271894
1959,Idaho,247.1841705
1959,Ill.,96.24474264
1959,Ind.,99.6097984
1959,Kan.,
1959,Ky.,221.6405468
1959,La.,2.119700748
1959,Mass.,123.2167286
1959,Md.,76.09262883
1959,Maine,270.4284222
1959,Mich.,147.6631904
1959,Minn.,80.03565062
1959,Mo.,84.66416158
1959,Miss.,66.46398503
1959,Mont.,625.5605381
1959,N.C.,73.12696276
1959,N.D.,899.5145631
1959,Neb.,29.34860415
1959,N.H.,76.51006711
1959,N.J.,502.1945137
1959,N.M,484.0043526
1959,Nev.,220.0716846
1959,N.Y.,140.1977824
1959,Ohio,124.3821735
1959,Okla.,29.18304937
1959,Ore.,447.5945017
1959,Pa.,247.534271
1959,R.I.,35.93932322
1959,S.C.,82.879046
1959,S.D.,129.0854573
1959,Tenn.,275.9795571
1959,Texas,360.6273259
1959,Utah,670.9195402
1959,Va.,349.3039737
1959,Vt.,525.5813953
1959,Wash.,512.4778447
1959,Wis.,384.7854022
1959,W.Va.,406.361186
1959,Wyo.,281.25
1960,Alaska,635.8078603
1960,Ala.,63.37813073
1960,Ark.,89.2118502
1960,Ariz.,325.8894777
1960,Calif.,140.0252048
1960,Colo.,384.7371396
1960,Conn.,434.6305031
1960,D.C.,158.1699346
1960,Del.,212.9175947
1960,Fla.,74.40047962
1960,Ga.,5.485338726
1960,Hawaii,828.9719626
1960,Iowa,64.00580552
1960,Idaho,421.9076006
1960,Ill.,224.6281975
1960,Ind.,223.0851519
1960,Kan.,
1960,Ky.,352.9759947
1960,La.,7.484662577
1960,Mass.,420.6007752
1960,Md.,104.4330228
1960,Maine,413.025641
1960,Mich.,451.6083738
1960,Minn.,126.2773723
1960,Mo.,17.36014794
1960,Miss.,76.30614115
1960,Mont.,313.9911635
1960,N.C.,27.0938115
1960,N.D.,390.5362776
1960,Neb.,14.82004234
1960,N.H.,186.3711002
1960,N.J.,175.2744552
1960,N.M,6.813417191
1960,Nev.,262.8865979
1960,N.Y.,277.2597696
1960,Ohio,191.1341689
1960,Okla.,51.71232877
1960,Ore.,624.9435666
1960,Pa.,59.73166211
1960,R.I.,227.8362573
1960,S.C.,53.67892977
1960,S.D.,17.56954612
1960,Tenn.,535.8881119
1960,Texas,516.1886949
1960,Utah,551.7777778
1960,Va.,185.549423
1960,Vt.,893.3161954
1960,Wash.,456.1471103
1960,Wis.,1090.131247
1960,W.Va.,190.3939557
1960,Wyo.,209.6676737
1961,Alaska,421.0084034
1961,Ala.,78.04583836
1961,Ark.,93.24473976
1961,Ariz.,559.2039801
1961,Calif.,223.3921319
1961,Colo.,210.3579176
1961,Conn.,261.7169374
1961,D.C.,47.0437018
1961,Del.,368.329718
1961,Fla.,127.6940683
1961,Ga.,10.2864259
1961,Hawaii,29.59028832
1961,Iowa,192.5253991
1961,Idaho,281.7251462
1961,Ill.,159.0128332
1961,Ind.,124.6934461
1961,Kan.,
1961,Ky.,368.6640472
1961,La.,1.247337998
1961,Mass.,416.4590918
1961,Md.,130.2581864
1961,Maine,279.0954774
1961,Mich.,349.4235398
1961,Minn.,20.57636888
1961,Mo.,102.1154288
1961,Miss.,68.90299184
1961,Mont.,326.1494253
1961,N.C.,110.7012653
1961,N.D.,439.0015601
1961,Neb.,44.19087137
1961,N.H.,234.6278317
1961,N.J.,293.5514765
1961,N.M,2.07253886
1961,Nev.,197.7777778
1961,N.Y.,207.2973448
1961,Ohio,208.7375685
1961,Okla.,25.12605042
1961,Ore.,322.0481253
1961,Pa.,226.1060393
1961,R.I.,766.0839161
1961,S.C.,136.6542134
1961,S.D.,21.78932179
1961,Tenn.,403.0922142
1961,Texas,164.0631365
1961,Utah,179.5940171
1961,Va.,285.9340659
1961,Vt.,295.8974359
1961,Wash.,301.3532269
1961,Wis.,932.9259167
1961,W.Va.,428.9934354
1961,Wyo.,143.620178
1962,Alaska,571.5447154
1962,Ala.,71.591935
1962,Ark.,77.60388559
1962,Ariz.,431.6791298
1962,Calif.,164.8313027
1962,Colo.,473.9863086
1962,Conn.,672.0816018
1962,D.C.,89.21319797
1962,Del.,129.424307
1962,Fla.,76.10846464
1962,Ga.,10.23005384
1962,Hawaii,387.2807018
1962,Iowa,393.6363636
1962,Idaho,234.1040462
1962,Ill.,163.3754864
1962,Ind.,161.7609797
1962,Kan.,
1962,Ky.,202.3059435
1962,La.,6.87593423
1962,Mass.,511.3053392
1962,Md.,96.65951578
1962,Maine,718.0080483
1962,Mich.,318.9587798
1962,Minn.,47.45231995
1962,Mo.,31.71907276
1962,Miss.,119.037004
1962,Mont.,1181.375358
1962,N.C.,19.26917357
1962,N.D.,583.2025118
1962,Neb.,8.128415301
1962,N.H.,163.6075949
1962,N.J.,510.1631117
1962,N.M,
1962,Nev.,191.4772727
1962,N.Y.,272.9553205
1962,Ohio,118.4711451
1962,Okla.,86.48537289
1962,Ore.,766.1716172
1962,Pa.,83.10876266
1962,R.I.,378.989667
1962,S.C.,38.38217086
1962,S.D.,64.25531915
1962,Tenn.,666.3218078
1962,Texas,665.6222023
1962,Utah,430.5845511
1962,Va.,231.1004785
1962,Vt.,518.3206107
1962,Wash.,704.0788579
1962,Wis.,365.349469
1962,W.Va.,551.1332228
1962,Wyo.,142.9429429
1963,Alaska,722.265625
1963,Ala.,34.6932698
1963,Ark.,77.49333333
1963,Ariz.,583.6949375
1963,Calif.,113.3574825
1963,Colo.,325.3099174
1963,Conn.,214.8514851
1963,D.C.,27.69423559
1963,Del.,248.6542443
1963,Fla.,66.70220327
1963,Ga.,4.793863854
1963,Hawaii,521.8475073
1963,Iowa,280.0509647
1963,Idaho,572.4743777
1963,Ill.,98.50990194
1963,Ind.,122.3379871
1963,Kan.,
1963,Ky.,284.8514212
1963,La.,4.234527687
1963,Mass.,84.11302395
1963,Md.,60.07088009
1963,Maine,48.53977845
1963,Mich.,516.6542566
1963,Minn.,76.74879637
1963,Mo.,64.02550091
1963,Miss.,29.90196078
1963,Mont.,482.3613087
1963,N.C.,30.55672712
1963,N.D.,677.9503106
1963,Neb.,15.85365854
1963,N.H.,6.471494607
1963,N.J.,160.6185883
1963,N.M,
1963,Nev.,67.7581864
1963,N.Y.,107.6627914
1963,Ohio,146.6653315
1963,Okla.,14.18614186
1963,Ore.,258.3378305
1963,Pa.,106.109944
1963,R.I.,139.6118721
1963,S.C.,95.77235772
1963,S.D.,12.57062147
1963,Tenn.,183.5664336
1963,Texas,164.356728
1963,Utah,316.2217659
1963,Va.,172.5210477
1963,Vt.,405.7934509
1963,Wash.,166.9373942
1963,Wis.,1413.107977
1963,W.Va.,696.2694878
1963,Wyo.,97.91666667
1964,Alaska,439.9239544
1964,Ala.,533.6671576
1964,Ark.,58.30258303
1964,Ariz.,405.5269923
1964,Calif.,179.8798964
1964,Colo.,164.4670051
1964,Conn.,189.0278771
1964,D.C.,43.10776942
1964,Del.,79.27565392
1964,Fla.,121.5706625
1964,Ga.,4.955378112
1964,Hawaii,123.1428571
1964,Iowa,819.8106336
1964,Idaho,336.1764706
1964,Ill.,149.3478261
1964,Ind.,458.8344316
1964,Kan.,
1964,Ky.,481.8152764
1964,La.,3.395240859
1964,Mass.,135.9581498
1964,Md.,89.49026346
1964,Maine,373.917422
1964,Mich.,354.5010382
1964,Minn.,9.696458685
1964,Mo.,24.17829806
1964,Miss.,261.4457831
1964,Mont.,579.6033994
1964,N.C.,26.34319034
1964,N.D.,813.2511556
1964,Neb.,54.65587045
1964,N.H.,134.6907994
1964,N.J.,176.3363363
1964,N.M,111.1332008
1964,Nev.,233.8028169
1964,N.Y.,156.9105691
1964,Ohio,191.1309524
1964,Okla.,42.43663123
1964,Ore.,453.0190678
1964,Pa.,101.8838441
1964,R.I.,279.3220339
1964,S.C.,161.6565657
1964,S.D.,9.843081312
1964,Tenn.,629.3821268
1964,Texas,383.1840312
1964,Utah,260.7361963
1964,Va.,274.7991737
1964,Vt.,596.7418546
1964,Wash.,674.7044917
1964,Wis.,370.3481393
1964,W.Va.,518.6978297
1964,Wyo.,84.36578171
1965,Alaska,79.33579336
1965,Ala.,68.13825152
1965,Ark.,63.09398099
1965,Ariz.,100.5681818
1965,Calif.,74.59779392
1965,Colo.,302.720403
1965,Conn.,322.7861393
1965,D.C.,19.69887077
1965,Del.,102.3668639
1965,Fla.,62.27746053
1965,Ga.,15.12003693
1965,Hawaii,575.8522727
1965,Iowa,339.4967177
1965,Idaho,454.664723
1965,Ill.,42.69148041
1965,Ind.,48.06989029
1965,Kan.,
1965,Ky.,121.0828025
1965,La.,3.832951945
1965,Mass.,354.5074518
1965,Md.,35.52777778
1965,Maine,295.7873621
1965,Mich.,336.974991
1965,Minn.,26.44766147
1965,Mo.,60.17461383
1965,Miss.,51.20213713
1965,Mont.,556.3739377
1965,N.C.,8.616080609
1965,N.D.,623.2665639
1965,Neb.,31.9510537
1965,N.H.,55.0295858
1965,N.J.,61.17925225
1965,N.M,68.5770751
1965,Nev.,50.67567568
1965,N.Y.,52.41908199
1965,Ohio,90.9420645
1965,Okla.,10
1965,Ore.,181.724316
1965,Pa.,57.17728055
1965,R.I.,444.7928331
1965,S.C.,50.60144346
1965,S.D.,16.76300578
1965,Tenn.,238.0989995
1965,Texas,284.341877
1965,Utah,444.8692153
1965,Va.,93.33484471
1965,Vt.,360.6435644
1965,Wash.,255.7128413
1965,Wis.,482.2069943
1965,W.Va.,832.6987682
1965,Wyo.,226.2048193
1966,Alaska,236.5313653
1966,Ala.,52.33833718
1966,Ark.,72.51184834
1966,Ariz.,336.9268897
1966,Calif.,80.58648849
1966,Colo.,71.99800698
1966,Conn.,32.51808474
1966,D.C.,49.30467762
1966,Del.,51.1627907
1966,Fla.,64.40039318
1966,Ga.,5.572048413
1966,Hawaii,20.42253521
1966,Iowa,197.429399
1966,Idaho,246.8795356
1966,Ill.,106.3215209
1966,Ind.,116.3632727
1966,Kan.,
1966,Ky.,154.1785828
1966,La.,3.014084507
1966,Mass.,15.01355014
1966,Md.,57.72665765
1966,Maine,29.72972973
1966,Mich.,176.0338346
1966,Minn.,46.53027371
1966,Mo.,12.5580367
1966,Miss.,57.0155902
1966,Mont.,272.7015559
1966,N.C.,15.89052288
1966,N.D.,212.6738794
1966,Neb.,11.60714286
1966,N.H.,11.60058737
1966,N.J.,29.41176471
1966,N.M,126.3157895
1966,Nev.,14.34977578
1966,N.Y.,61.05475537
1966,Ohio,62.95256534
1966,Okla.,25.26487368
1966,Ore.,126.9172169
1966,Pa.,47.14506173
1966,R.I.,9.78865406
1966,S.C.,26.30952381
1966,S.D.,5.856515373
1966,Tenn.,332.7577185
1966,Texas,239.973313
1966,Utah,68.18632309
1966,Va.,50.62836625
1966,Vt.,79.17675545
1966,Wash.,166.6993785
1966,Wis.,736.0552176
1966,W.Va.,313.4647887
1966,Wyo.,72.75541796
1967,Alaska,53.23741007
1967,Ala.,38.92423366
1967,Ark.,66.75433982
1967,Ariz.,62.08991495
1967,Calif.,27.43012098
1967,Colo.,79.63955188
1967,Conn.,3.611584327
1967,D.C.,3.413400759
1967,Del.,10.66666667
1967,Fla.,28.93303428
1967,Ga.,0.952813067
1967,Hawaii,24.4813278
1967,Iowa,29.57393484
1967,Idaho,60.02906977
1967,Ill.,11.93020919
1967,Ind.,13.41777162
1967,Kan.,4.415111516
1967,Ky.,46.84741488
1967,La.,4.440100531
1967,Mass.,7.436539149
1967,Md.,4.844290657
1967,Maine,24.60159363
1967,Mich.,13.33719583
1967,Minn.,3.744192402
1967,Mo.,7.490636704
1967,Miss.,30.43087971
1967,Mont.,48.93009986
1967,N.C.,19.04281099
1967,N.D.,143.1309904
1967,Neb.,36.51338367
1967,N.H.,3.87374462
1967,N.J.,8.833718245
1967,N.M,61.2
1967,Nev.,59.91091314
1967,N.Y.,6.71870644
1967,Ohio,11.71499904
1967,Okla.,32.38248292
1967,Ore.,86.7609904
1967,Pa.,6.780241418
1967,R.I.,6.820682068
1967,S.C.,20.41058034
1967,S.D.,8.643815201
1967,Tenn.,53.5890127
1967,Texas,125.3231437
1967,Utah,37.78213935
1967,Va.,52.04081633
1967,Vt.,9.929078014
1967,Wash.,178.9224953
1967,Wis.,49.52358819
1967,W.Va.,84.56755229
1967,Wyo.,64.28571429
1968,Alaska,3.859649123
1968,Ala.,4.61404527
1968,Ark.,0.157728707
1968,Ariz.,14.56599287
1968,Calif.,8.497473445
1968,Colo.,23.53773585
1968,Conn.,23.85290148
1968,D.C.,0.771208226
