"reg";"dep";"depcom";"dciris";"an";"typequ";"nb_equip"
"18124";"32";"60";"60103";"60103";"2016";"A504";6
"18125";"32";"60";"60104";"60104";"2016";"A504";14
"18126";"32";"60";"60107";"60107";"2016";"A504";8
"18127";"32";"60";"60116";"60116";"2016";"A504";1
"18128";"32";"60";"60118";"60118";"2016";"A504";1
"18129";"32";"60";"60119";"60119";"2016";"A504";2
"18130";"32";"60";"60130";"60130";"2016";"A504";2
"18131";"32";"60";"60134";"60134";"2016";"A504";2
"18132";"32";"60";"60138";"60138";"2016";"A504";2
"18133";"32";"60";"60139";"60139_0101";"2016";"A504";3
"18134";"32";"60";"60139";"60139_0201";"2016";"A504";20
"18135";"32";"60";"60139";"60139_0301";"2016";"A504";9
"18136";"32";"60";"60141";"60141_0101";"2016";"A504";20
"18137";"32";"60";"60141";"60141_0201";"2016";"A504";18
"18138";"32";"60";"60141";"60141_0301";"2016";"A504";4
"18139";"32";"60";"60141";"60141_0401";"2016";"A504";3
"18140";"32";"60";"60141";"60141_0501";"2016";"A504";8
"18141";"32";"60";"60142";"60142";"2016";"A504";9
"18142";"32";"60";"60143";"60143";"2016";"A504";10
"18143";"32";"60";"60145";"60145";"2016";"A504";1
"18144";"32";"60";"60148";"60148";"2016";"A504";1
"18145";"32";"60";"60149";"60149";"2016";"A504";3
"18146";"32";"60";"60150";"60150";"2016";"A504";3
"18147";"32";"60";"60151";"60151";"2016";"A504";6
"18148";"32";"60";"60155";"60155";"2016";"A504";4
"18149";"32";"60";"60156";"60156";"2016";"A504";6
"18150";"32";"60";"60157";"60157_0101";"2016";"A504";8
"18151";"32";"60";"60157";"60157_0201";"2016";"A504";7
"18152";"32";"60";"60157";"60157_0401";"2016";"A504";20
"18153";"32";"60";"60159";"60159_0101";"2016";"A504";1
"18154";"32";"60";"60159";"60159_0501";"2016";"A504";4
"18155";"32";"60";"60159";"60159_0601";"2016";"A504";4
"18156";"32";"60";"60159";"60159_0701";"2016";"A504";1
"18157";"32";"60";"60159";"60159_0801";"2016";"A504";3
"18158";"32";"60";"60159";"60159_0901";"2016";"A504";4
"18159";"32";"60";"60159";"60159_1001";"2016";"A504";2
"18160";"32";"60";"60159";"60159_1101";"2016";"A504";3
"18161";"32";"60";"60159";"60159_1201";"2016";"A504";5
"18162";"32";"60";"60159";"60159_1301";"2016";"A504";39
"18163";"32";"60";"60159";"60159_1401";"2016";"A504";2
"18164";"32";"60";"60159";"60159_1501";"2016";"A504";1
"18165";"32";"60";"60159";"60159_1601";"2016";"A504";48
"18166";"32";"60";"60159";"60159_1701";"2016";"A504";12
"18167";"32";"60";"60159";"60159_1801";"2016";"A504";1
"18168";"32";"60";"60160";"60160";"2016";"A504";2
"18169";"32";"60";"60162";"60162";"2016";"A504";1
"18170";"32";"60";"60166";"60166";"2016";"A504";2
"18171";"32";"60";"60167";"60167";"2016";"A504";1
"18172";"32";"60";"60169";"60169";"2016";"A504";1
"18173";"32";"60";"60172";"60172";"2016";"A504";5
"18174";"32";"60";"60175";"60175_0101";"2016";"A504";31
"18175";"32";"60";"60175";"60175_0102";"2016";"A504";12
"18176";"32";"60";"60175";"60175_0103";"2016";"A504";43
"18177";"32";"60";"60175";"60175_0201";"2016";"A504";11
"18178";"32";"60";"60175";"60175_0202";"2016";"A504";7
"18179";"32";"60";"60175";"60175_0203";"2016";"A504";8
"18180";"32";"60";"60175";"60175_0204";"2016";"A504";4
"18181";"32";"60";"60175";"60175_0301";"2016";"A504";4
"18182";"32";"60";"60175";"60175_0302";"2016";"A504";2
"18183";"32";"60";"60175";"60175_0401";"2016";"A504";2
"18184";"32";"60";"60175";"60175_0402";"2016";"A504";1
"18185";"32";"60";"60175";"60175_0501";"2016";"A504";5
"18186";"32";"60";"60175";"60175_0601";"2016";"A504";1
"18187";"32";"60";"60176";"60176_0201";"2016";"A504";5
"18188";"32";"60";"60176";"60176_0301";"2016";"A504";19
"18189";"32";"60";"60176";"60176_0401";"2016";"A504";11
"18190";"32";"60";"60176";"60176_0501";"2016";"A504";1
"18191";"32";"60";"60176";"60176_0601";"2016";"A504";4
"18192";"32";"60";"60176";"60176_0701";"2016";"A504";2
"18193";"32";"60";"60177";"60177";"2016";"A504";1
"18194";"32";"60";"60178";"60178";"2016";"A504";6
"18195";"32";"60";"60180";"60180";"2016";"A504";1
"18196";"32";"60";"60185";"60185";"2016";"A504";1
"18197";"32";"60";"60187";"60187";"2016";"A504";1
"18198";"32";"60";"60188";"60188";"2016";"A504";2
"18199";"32";"60";"60189";"60189";"2016";"A504";1
"18200";"32";"60";"60191";"60191";"2016";"A504";2
"18201";"32";"60";"60203";"60203";"2016";"A504";1
"18202";"32";"60";"60213";"60213";"2016";"A504";3
"18203";"32";"60";"60217";"60217";"2016";"A504";1
"18204";"32";"60";"60218";"60218";"2016";"A504";1
"18205";"32";"60";"60220";"60220";"2016";"A504";1
"18206";"32";"60";"60222";"60222";"2016";"A504";1
"18207";"32";"60";"60223";"60223";"2016";"A504";6
"18208";"32";"60";"60225";"60225";"2016";"A504";1
"18209";"32";"60";"60227";"60227";"2016";"A504";1
"18210";"32";"60";"60229";"60229";"2016";"A504";1
"18211";"32";"60";"60233";"60233";"2016";"A504";1
"18212";"32";"60";"60234";"60234";"2016";"A504";2
"18213";"32";"60";"60238";"60238";"2016";"A504";3
"18214";"32";"60";"60239";"60239";"2016";"A504";1
"18215";"32";"60";"60241";"60241";"2016";"A504";2
"18216";"32";"60";"60242";"60242";"2016";"A504";1
"18217";"32";"60";"60245";"60245";"2016";"A504";7
"18218";"32";"60";"60249";"60249";"2016";"A504";1
"18219";"32";"60";"60256";"60256";"2016";"A504";3
"18220";"32";"60";"60257";"60257";"2016";"A504";1
"18221";"32";"60";"60258";"60258";"2016";"A504";2
"18222";"32";"60";"60265";"60265";"2016";"A504";3
"18223";"32";"60";"60271";"60271";"2016";"A504";5
"18224";"32";"60";"60274";"60274";"2016";"A504";1
"18225";"32";"60";"60275";"60275";"2016";"A504";2
"18226";"32";"60";"60277";"60277";"2016";"A504";3
"18227";"32";"60";"60279";"60279";"2016";"A504";1
"18228";"32";"60";"60281";"60281";"2016";"A504";2
"18229";"32";"60";"60282";"60282_0000";"2016";"A504";1
"18230";"32";"60";"60282";"60282_0101";"2016";"A504";6
"18231";"32";"60";"60282";"60282_0201";"2016";"A504";2
"18232";"32";"60";"60282";"60282_0301";"2016";"A504";3
"18233";"32";"60";"60282";"60282_0401";"2016";"A504";3
"18234";"32";"60";"60286";"60286";"2016";"A504";9
"18235";"32";"60";"60291";"60291";"2016";"A504";2
"18236";"32";"60";"60293";"60293";"2016";"A504";1
"18237";"32";"60";"60302";"60302";"2016";"A504";1
"18238";"32";"60";"60304";"60304";"2016";"A504";1
"18239";"32";"60";"60305";"60305";"2016";"A504";3
"18240";"32";"60";"60307";"60307";"2016";"A504";1
"18241";"32";"60";"60313";"60313";"2016";"A504";6
"18242";"32";"60";"60319";"60319";"2016";"A504";2
"18243";"32";"60";"60321";"60321";"2016";"A504";1
"18244";"32";"60";"60324";"60324";"2016";"A504";2
"18245";"32";"60";"60325";"60325";"2016";"A504";12
"18246";"32";"60";"60333";"60333";"2016";"A504";1
"18247";"32";"60";"60334";"60334";"2016";"A504";1
"18248";"32";"60";"60338";"60338";"2016";"A504";8
"18249";"32";"60";"60341";"60341";"2016";"A504";3
"18250";"32";"60";"60342";"60342";"2016";"A504";4
"18251";"32";"60";"60346";"60346_0000";"2016";"A504";2
"18252";"32";"60";"60346";"60346_0101";"2016";"A504";19
"18253";"32";"60";"60346";"60346_0201";"2016";"A504";1
"18254";"32";"60";"60350";"60350";"2016";"A504";2
"18255";"32";"60";"60358";"60358";"2016";"A504";1
"18256";"32";"60";"60360";"60360_0101";"2016";"A504";5
"18257";"32";"60";"60360";"60360_0201";"2016";"A504";7
"18258";"32";"60";"60363";"60363";"2016";"A504";3
"18259";"32";"60";"60368";"60368";"2016";"A504";5
"18260";"32";"60";"60369";"60369";"2016";"A504";3
"18261";"32";"60";"60370";"60370";"2016";"A504";1
"18262";"32";"60";"60373";"60373";"2016";"A504";1
"18263";"32";"60";"60374";"60374";"2016";"A504";4
"18264";"32";"60";"60379";"60379";"2016";"A504";1
"18265";"32";"60";"60380";"60380";"2016";"A504";2
"18266";"32";"60";"60382";"60382_0000";"2016";"A504";1
"18267";"32";"60";"60382";"60382_0101";"2016";"A504";5
"18268";"32";"60";"60382";"60382_0201";"2016";"A504";8
"18269";"32";"60";"60382";"60382_0301";"2016";"A504";6
"18270";"32";"60";"60383";"60383";"2016";"A504";2
"18271";"32";"60";"60385";"60385";"2016";"A504";1
"18272";"32";"60";"60387";"60387";"2016";"A504";4
"18273";"32";"60";"60392";"60392";"2016";"A504";1
"18274";"32";"60";"60393";"60393";"2016";"A504";1
"18275";"32";"60";"60395";"60395_0101";"2016";"A504";1
"18276";"32";"60";"60395";"60395_0201";"2016";"A504";20
"18277";"32";"60";"60395";"60395_0301";"2016";"A504";15
"18278";"32";"60";"60395";"60395_0601";"2016";"A504";2
"18279";"32";"60";"60396";"60396";"2016";"A504";1
"18280";"32";"60";"60398";"60398";"2016";"A504";2
"18281";"32";"60";"60401";"60401";"2016";"A504";1
"18282";"32";"60";"60402";"60402";"2016";"A504";2
"18283";"32";"60";"60403";"60403";"2016";"A504";3
"18284";"32";"60";"60404";"60404";"2016";"A504";4
"18285";"32";"60";"60405";"60405";"2016";"A504";1
"18286";"32";"60";"60408";"60408";"2016";"A504";1
"18287";"32";"60";"60409";"60409";"2016";"A504";3
"18288";"32";"60";"60412";"60412";"2016";"A504";1
"18289";"32";"60";"60414";"60414_0101";"2016";"A504";1
"18290";"32";"60";"60414";"60414_0201";"2016";"A504";13
"18291";"32";"60";"60414";"60414_0301";"2016";"A504";2
"18292";"32";"60";"60414";"60414_0401";"2016";"A504";2
"18293";"32";"60";"60418";"60418";"2016";"A504";1
"18294";"32";"60";"60422";"60422";"2016";"A504";1
"18295";"32";"60";"60423";"60423";"2016";"A504";1
"18296";"32";"60";"60427";"60427";"2016";"A504";1
"18297";"32";"60";"60431";"60431";"2016";"A504";1
"18298";"32";"60";"60433";"60433";"2016";"A504";2
"18299";"32";"60";"60439";"60439_0101";"2016";"A504";12
"18300";"32";"60";"60439";"60439_0201";"2016";"A504";4
"18301";"32";"60";"60441";"60441";"2016";"A504";2
"18302";"32";"60";"60446";"60446";"2016";"A504";6
"18303";"32";"60";"60450";"60450";"2016";"A504";9
"18304";"32";"60";"60451";"60451";"2016";"A504";1
"18305";"32";"60";"60453";"60453";"2016";"A504";1
"18306";"32";"60";"60462";"60462";"2016";"A504";10
"18307";"32";"60";"60463";"60463_0000";"2016";"A504";2
"18308";"32";"60";"60463";"60463_0101";"2016";"A504";6
"18309";"32";"60";"60463";"60463_0202";"2016";"A504";6
"18310";"32";"60";"60463";"60463_0302";"2016";"A504";1
"18311";"32";"60";"60463";"60463_0401";"2016";"A504";2
"18312";"32";"60";"60463";"60463_0402";"2016";"A504";2
"18313";"32";"60";"60463";"60463_0501";"2016";"A504";10
"18314";"32";"60";"60466";"60466";"2016";"A504";1
"18315";"32";"60";"60470";"60470";"2016";"A504";1
"18316";"32";"60";"60471";"60471_0101";"2016";"A504";22
"18317";"32";"60";"60471";"60471_0201";"2016";"A504";20
"18318";"32";"60";"60471";"60471_0301";"2016";"A504";2
"18319";"32";"60";"60471";"60471_0401";"2016";"A504";2
"18320";"32";"60";"60471";"60471_0501";"2016";"A504";3
"18321";"32";"60";"60471";"60471_0601";"2016";"A504";3
"18322";"32";"60";"60471";"60471_0701";"2016";"A504";2
"18323";"32";"60";"60473";"60473";"2016";"A504";1
"18324";"32";"60";"60475";"60475";"2016";"A504";1
"18325";"32";"60";"60477";"60477";"2016";"A504";1
"18326";"32";"60";"60482";"60482";"2016";"A504";8
"18327";"32";"60";"60486";"60486";"2016";"A504";3
"18328";"32";"60";"60489";"60489";"2016";"A504";1
"18329";"32";"60";"60491";"60491";"2016";"A504";10
"18330";"32";"60";"60494";"60494";"2016";"A504";4
"18331";"32";"60";"60500";"60500";"2016";"A504";11
"18332";"32";"60";"60506";"60506";"2016";"A504";2
"18333";"32";"60";"60508";"60508";"2016";"A504";3
"18334";"32";"60";"60509";"60509_0101";"2016";"A504";8
"18335";"32";"60";"60509";"60509_0201";"2016";"A504";11
"18336";"32";"60";"60509";"60509_0301";"2016";"A504";4
"18337";"32";"60";"60509";"60509_0401";"2016";"A504";3
"18338";"32";"60";"60509";"60509_0501";"2016";"A504";15
"18339";"32";"60";"60517";"60517";"2016";"A504";1
"18340";"32";"60";"60521";"60521";"2016";"A504";2
"18341";"32";"60";"60523";"60523";"2016";"A504";1
"18342";"32";"60";"60524";"60524";"2016";"A504";11
"18343";"32";"60";"60526";"60526";"2016";"A504";1
"18344";"32";"60";"60528";"60528";"2016";"A504";1
"18345";"32";"60";"60531";"60531";"2016";"A504";2
"18346";"32";"60";"60532";"60532";"2016";"A504";1
"18347";"32";"60";"60533";"60533";"2016";"A504";5
"18348";"32";"60";"60534";"60534";"2016";"A504";1
"18349";"32";"60";"60537";"60537";"2016";"A504";9
"18350";"32";"60";"60539";"60539";"2016";"A504";3
"18351";"32";"60";"60559";"60559";"2016";"A504";1
"18352";"32";"60";"60562";"60562";"2016";"A504";3
"18353";"32";"60";"60567";"60567";"2016";"A504";2
"18354";"32";"60";"60570";"60570";"2016";"A504";4
"18355";"32";"60";"60572";"60572";"2016";"A504";1
"18356";"32";"60";"60574";"60574";"2016";"A504";2
"18357";"32";"60";"60575";"60575";"2016";"A504";7
"18358";"32";"60";"60577";"60577";"2016";"A504";3
"18359";"32";"60";"60579";"60579";"2016";"A504";1
"18360";"32";"60";"60581";"60581";"2016";"A504";15
"18361";"32";"60";"60583";"60583";"2016";"A504";1
"18362";"32";"60";"60584";"60584";"2016";"A504";6
"18363";"32";"60";"60585";"60585";"2016";"A504";1
"18364";"32";"60";"60586";"60586";"2016";"A504";1
"18365";"32";"60";"60587";"60587";"2016";"A504";1
"18366";"32";"60";"60589";"60589";"2016";"A504";32
"18367";"32";"60";"60590";"60590";"2016";"A504";2
"18368";"32";"60";"60591";"60591";"2016";"A504";2
"18369";"32";"60";"60609";"60609";"2016";"A504";3
"18370";"32";"60";"60612";"60612_0101";"2016";"A504";33
"18371";"32";"60";"60612";"60612_0201";"2016";"A504";3
"18372";"32";"60";"60612";"60612_0301";"2016";"A504";2
"18373";"32";"60";"60612";"60612_0401";"2016";"A504";6
"18374";"32";"60";"60612";"60612_0501";"2016";"A504";2
"18375";"32";"60";"60612";"60612_0601";"2016";"A504";1
"18376";"32";"60";"60612";"60612_0701";"2016";"A504";1
"18377";"32";"60";"60616";"60616";"2016";"A504";1
"18378";"32";"60";"60619";"60619";"2016";"A504";1
"18379";"32";"60";"60623";"60623";"2016";"A504";1
"18380";"32";"60";"60624";"60624";"2016";"A504";1
"18381";"32";"60";"60631";"60631";"2016";"A504";2
"18382";"32";"60";"60635";"60635";"2016";"A504";4
"18383";"32";"60";"60636";"60636";"2016";"A504";15
"18384";"32";"60";"60639";"60639";"2016";"A504";8
"18385";"32";"60";"60643";"60643";"2016";"A504";1
"18386";"32";"60";"60644";"60644";"2016";"A504";4
"18387";"32";"60";"60646";"60646";"2016";"A504";2
"18388";"32";"60";"60651";"60651";"2016";"A504";2
"18389";"32";"60";"60657";"60657";"2016";"A504";1
"18390";"32";"60";"60665";"60665";"2016";"A504";8
"18391";"32";"60";"60666";"60666";"2016";"A504";2
"18392";"32";"60";"60667";"60667";"2016";"A504";10
"18393";"32";"60";"60670";"60670";"2016";"A504";3
"18394";"32";"60";"60674";"60674";"2016";"A504";3
"18395";"32";"60";"60678";"60678";"2016";"A504";3
"18396";"32";"60";"60680";"60680";"2016";"A504";3
"18397";"32";"60";"60682";"60682";"2016";"A504";1
"18398";"32";"60";"60684";"60684_0102";"2016";"A504";9
"18399";"32";"60";"60685";"60685";"2016";"A504";1
"18400";"32";"60";"60686";"60686";"2016";"A504";2
"18401";"32";"60";"60689";"60689";"2016";"A504";1
"18402";"32";"60";"60693";"60693";"2016";"A504";1
"18403";"32";"60";"60695";"60695";"2016";"A504";3
"18404";"32";"60";"60700";"60700";"2016";"A504";2
"18405";"28";"61";"61001";"61001_0101";"2016";"A504";29
"18406";"28";"61";"61001";"61001_0102";"2016";"A504";23
"18407";"28";"61";"61001";"61001_0103";"2016";"A504";13
"18408";"28";"61";"61001";"61001_0201";"2016";"A504";2
"18409";"28";"61";"61001";"61001_0202";"2016";"A504";2
"18410";"28";"61";"61001";"61001_0203";"2016";"A504";2
"18411";"28";"61";"61001";"61001_0302";"2016";"A504";4
"18412";"28";"61";"61001";"61001_0303";"2016";"A504";1
"18413";"28";"61";"61001";"61001_0304";"2016";"A504";1
"18414";"28";"61";"61001";"61001_0402";"2016";"A504";4
"18415";"28";"61";"61001";"61001_0403";"2016";"A504";2
"18416";"28";"61";"61001";"61001_0404";"2016";"A504";2
"18417";"28";"61";"61002";"61002";"2016";"A504";2
"18418";"28";"61";"61006";"61006_0101";"2016";"A504";5
"18419";"28";"61";"61006";"61006_0102";"2016";"A504";23
"18420";"28";"61";"61006";"61006_0103";"2016";"A504";2
"18421";"28";"61";"61006";"61006_0105";"2016";"A504";1
"18422";"28";"61";"61006";"61006_0201";"2016";"A504";2
"18423";"28";"61";"61006";"61006_0202";"2016";"A504";2
"18424";"28";"61";"61007";"61007";"2016";"A504";5
"18425";"28";"61";"61008";"61008";"2016";"A504";7
"18426";"28";"61";"61015";"61015";"2016";"A504";1
"18427";"28";"61";"61028";"61028";"2016";"A504";1
"18428";"28";"61";"61035";"61035";"2016";"A504";1
"18429";"28";"61";"61038";"61038";"2016";"A504";8
"18430";"28";"61";"61040";"61040";"2016";"A504";4
"18431";"28";"61";"61050";"61050";"2016";"A504";3
"18432";"28";"61";"61057";"61057";"2016";"A504";2
"18433";"28";"61";"61060";"61060";"2016";"A504";1
"18434";"28";"61";"61061";"61061";"2016";"A504";1
"18435";"28";"61";"61063";"61063";"2016";"A504";2
"18436";"28";"61";"61066";"61066";"2016";"A504";1
"18437";"28";"61";"61069";"61069";"2016";"A504";1
"18438";"28";"61";"61070";"61070";"2016";"A504";2
"18439";"28";"61";"61074";"61074";"2016";"A504";1
"18440";"28";"61";"61075";"61075";"2016";"A504";3
"18441";"28";"61";"61077";"61077";"2016";"A504";2
"18442";"28";"61";"61078";"61078";"2016";"A504";1
"18443";"28";"61";"61079";"61079";"2016";"A504";2
"18444";"28";"61";"61081";"61081";"2016";"A504";3
"18445";"28";"61";"61092";"61092";"2016";"A504";2
"18446";"28";"61";"61094";"61094";"2016";"A504";1
"18447";"28";"61";"61096";"61096";"2016";"A504";6
"18448";"28";"61";"61097";"61097";"2016";"A504";1
"18449";"28";"61";"61098";"61098";"2016";"A504";1
"18450";"28";"61";"61099";"61099";"2016";"A504";1
"18451";"28";"61";"61116";"61116";"2016";"A504";4
"18452";"28";"61";"61117";"61117";"2016";"A504";6
"18453";"28";"61";"61121";"61121";"2016";"A504";1
"18454";"28";"61";"61124";"61124";"2016";"A504";1
"18455";"28";"61";"61133";"61133";"2016";"A504";3
"18456";"28";"61";"61137";"61137";"2016";"A504";1
"18457";"28";"61";"61140";"61140";"2016";"A504";1
"18458";"28";"61";"61141";"61141";"2016";"A504";1
"18459";"28";"61";"61143";"61143";"2016";"A504";3
"18460";"28";"61";"61145";"61145";"2016";"A504";18
"18461";"28";"61";"61146";"61146";"2016";"A504";1
"18462";"28";"61";"61150";"61150";"2016";"A504";1
"18463";"28";"61";"61151";"61151";"2016";"A504";1
"18464";"28";"61";"61153";"61153";"2016";"A504";2
"18465";"28";"61";"61154";"61154";"2016";"A504";1
"18466";"28";"61";"61157";"61157";"2016";"A504";1
"18467";"28";"61";"61160";"61160";"2016";"A504";2
"18468";"28";"61";"61163";"61163";"2016";"A504";3
"18469";"28";"61";"61165";"61165";"2016";"A504";1
"18470";"28";"61";"61167";"61167";"2016";"A504";7
"18471";"28";"61";"61168";"61168_0101";"2016";"A504";12
"18472";"28";"61";"61168";"61168_0102";"2016";"A504";4
"18473";"28";"61";"61169";"61169_0101";"2016";"A504";20
"18474";"28";"61";"61169";"61169_0102";"2016";"A504";9
"18475";"28";"61";"61169";"61169_0201";"2016";"A504";11
"18476";"28";"61";"61169";"61169_0202";"2016";"A504";3
"18477";"28";"61";"61169";"61169_0203";"2016";"A504";1
"18478";"28";"61";"61169";"61169_0301";"2016";"A504";4
"18479";"28";"61";"61169";"61169_0302";"2016";"A504";2
"18480";"28";"61";"61170";"61170";"2016";"A504";1
"18481";"28";"61";"61181";"61181";"2016";"A504";6
"18482";"28";"61";"61182";"61182";"2016";"A504";1
"18483";"28";"61";"61189";"61189";"2016";"A504";1
"18484";"28";"61";"61196";"61196";"2016";"A504";1
"18485";"28";"61";"61198";"61198";"2016";"A504";1
"18486";"28";"61";"61203";"61203";"2016";"A504";1
"18487";"28";"61";"61208";"61208";"2016";"A504";2
"18488";"28";"61";"61209";"61209";"2016";"A504";2
"18489";"28";"61";"61211";"61211";"2016";"A504";4
"18490";"28";"61";"61213";"61213";"2016";"A504";1
"18491";"28";"61";"61214";"61214_0101";"2016";"A504";20
"18492";"28";"61";"61214";"61214_0102";"2016";"A504";4
"18493";"28";"61";"61214";"61214_0104";"2016";"A504";4
"18494";"28";"61";"61214";"61214_0105";"2016";"A504";1
"18495";"28";"61";"61215";"61215";"2016";"A504";1
"18496";"28";"61";"61218";"61218";"2016";"A504";1
"18497";"28";"61";"61222";"61222";"2016";"A504";2
"18498";"28";"61";"61230";"61230";"2016";"A504";6
"18499";"28";"61";"61232";"61232";"2016";"A504";1
"18500";"28";"61";"61241";"61241";"2016";"A504";1
"18501";"28";"61";"61248";"61248";"2016";"A504";1
"18502";"28";"61";"61255";"61255";"2016";"A504";1
"18503";"28";"61";"61258";"61258";"2016";"A504";3
"18504";"28";"61";"61261";"61261";"2016";"A504";1
"18505";"28";"61";"61265";"61265";"2016";"A504";2
"18506";"28";"61";"61269";"61269";"2016";"A504";1
"18507";"28";"61";"61275";"61275";"2016";"A504";1
"18508";"28";"61";"61278";"61278";"2016";"A504";1
"18509";"28";"61";"61281";"61281";"2016";"A504";1
"18510";"28";"61";"61293";"61293";"2016";"A504";11
"18511";"28";"61";"61294";"61294";"2016";"A504";5
"18512";"28";"61";"61297";"61297";"2016";"A504";1
"18513";"28";"61";"61300";"61300";"2016";"A504";1
"18514";"28";"61";"61303";"61303";"2016";"A504";1
"18515";"28";"61";"61309";"61309";"2016";"A504";5
"18516";"28";"61";"61310";"61310";"2016";"A504";1
"18517";"28";"61";"61314";"61314";"2016";"A504";1
"18518";"28";"61";"61321";"61321";"2016";"A504";1
"18519";"28";"61";"61324";"61324";"2016";"A504";1
"18520";"28";"61";"61325";"61325";"2016";"A504";1
"18521";"28";"61";"61326";"61326";"2016";"A504";1
"18522";"28";"61";"61327";"61327";"2016";"A504";1
"18523";"28";"61";"61328";"61328";"2016";"A504";1
"18524";"28";"61";"61329";"61329";"2016";"A504";1
"18525";"28";"61";"61330";"61330";"2016";"A504";2
"18526";"28";"61";"61339";"61339";"2016";"A504";5
"18527";"28";"61";"61341";"61341";"2016";"A504";1
"18528";"28";"61";"61344";"61344";"2016";"A504";1
"18529";"28";"61";"61345";"61345";"2016";"A504";3
"18530";"28";"61";"61352";"61352";"2016";"A504";1
"18531";"28";"61";"61369";"61369";"2016";"A504";2
"18532";"28";"61";"61370";"61370";"2016";"A504";1
"18533";"28";"61";"61372";"61372";"2016";"A504";4
"18534";"28";"61";"61379";"61379";"2016";"A504";1
"18535";"28";"61";"61382";"61382";"2016";"A504";1
"18536";"28";"61";"61386";"61386";"2016";"A504";1
"18537";"28";"61";"61387";"61387";"2016";"A504";2
"18538";"28";"61";"61389";"61389";"2016";"A504";4
"18539";"28";"61";"61391";"61391";"2016";"A504";5
"18540";"28";"61";"61393";"61393";"2016";"A504";1
"18541";"28";"61";"61394";"61394";"2016";"A504";2
"18542";"28";"61";"61397";"61397";"2016";"A504";2
"18543";"28";"61";"61401";"61401";"2016";"A504";3
"18544";"28";"61";"61402";"61402";"2016";"A504";1
"18545";"28";"61";"61404";"61404";"2016";"A504";1
"18546";"28";"61";"61405";"61405";"2016";"A504";1
"18547";"28";"61";"61407";"61407";"2016";"A504";2
"18548";"28";"61";"61408";"61408";"2016";"A504";1
"18549";"28";"61";"61411";"61411";"2016";"A504";1
"18550";"28";"61";"61414";"61414";"2016";"A504";4
"18551";"28";"61";"61421";"61421";"2016";"A504";1
"18552";"28";"61";"61422";"61422";"2016";"A504";2
"18553";"28";"61";"61423";"61423";"2016";"A504";1
"18554";"28";"61";"61429";"61429";"2016";"A504";1
"18555";"28";"61";"61432";"61432";"2016";"A504";1
"18556";"28";"61";"61440";"61440";"2016";"A504";1
"18557";"28";"61";"61443";"61443";"2016";"A504";2
"18558";"28";"61";"61444";"61444";"2016";"A504";2
"18559";"28";"61";"61446";"61446";"2016";"A504";2
"18560";"28";"61";"61447";"61447";"2016";"A504";2
"18561";"28";"61";"61454";"61454";"2016";"A504";2
"18562";"28";"61";"61456";"61456";"2016";"A504";3
"18563";"28";"61";"61460";"61460";"2016";"A504";3
"18564";"28";"61";"61463";"61463";"2016";"A504";2
"18565";"28";"61";"61464";"61464";"2016";"A504";15
"18566";"28";"61";"61466";"61466";"2016";"A504";1
"18567";"28";"61";"61467";"61467";"2016";"A504";1
"18568";"28";"61";"61473";"61473";"2016";"A504";1
"18569";"28";"61";"61477";"61477";"2016";"A504";1
"18570";"28";"61";"61483";"61483";"2016";"A504";20
"18571";"28";"61";"61484";"61484";"2016";"A504";3
"18572";"28";"61";"61486";"61486";"2016";"A504";11
"18573";"28";"61";"61487";"61487";"2016";"A504";3
"18574";"28";"61";"61491";"61491";"2016";"A504";3
"18575";"28";"61";"61494";"61494";"2016";"A504";2
"18576";"28";"61";"61496";"61496";"2016";"A504";1
"18577";"28";"61";"61497";"61497";"2016";"A504";4
"18578";"28";"61";"61498";"61498";"2016";"A504";1
"18579";"28";"61";"61501";"61501";"2016";"A504";1
"18580";"28";"61";"61505";"61505";"2016";"A504";1
"18581";"28";"61";"61508";"61508";"2016";"A504";12
"18582";"32";"62";"62001";"62001";"2016";"A504";2
"18583";"32";"62";"62003";"62003";"2016";"A504";1
"18584";"32";"62";"62004";"62004_0101";"2016";"A504";1
"18585";"32";"62";"62004";"62004_0102";"2016";"A504";1
"18586";"32";"62";"62006";"62006";"2016";"A504";1
"18587";"32";"62";"62013";"62013";"2016";"A504";2
"18588";"32";"62";"62014";"62014_0000";"2016";"A504";1
"18589";"32";"62";"62014";"62014_0101";"2016";"A504";2
"18590";"32";"62";"62014";"62014_0102";"2016";"A504";5
"18591";"32";"62";"62014";"62014_0103";"2016";"A504";7
"18592";"32";"62";"62014";"62014_0104";"2016";"A504";8
"18593";"32";"62";"62019";"62019";"2016";"A504";5
"18594";"32";"62";"62023";"62023";"2016";"A504";1
"18595";"32";"62";"62024";"62024";"2016";"A504";2
"18596";"32";"62";"62025";"62025";"2016";"A504";6
"18597";"32";"62";"62028";"62028";"2016";"A504";1
"18598";"32";"62";"62031";"62031";"2016";"A504";1
"18599";"32";"62";"62032";"62032";"2016";"A504";7
"18600";"32";"62";"62033";"62033_0101";"2016";"A504";1
"18601";"32";"62";"62033";"62033_0102";"2016";"A504";9
"18602";"32";"62";"62034";"62034";"2016";"A504";1
"18603";"32";"62";"62035";"62035_0101";"2016";"A504";2
"18604";"32";"62";"62035";"62035_0102";"2016";"A504";3
"18605";"32";"62";"62037";"62037";"2016";"A504";2
"18606";"32";"62";"62038";"62038";"2016";"A504";17
