"reg";"dep";"depcom";"dciris";"an";"typequ";"nb_equip"
"1557";"93";"06";"06123";"06123_0111";"2016";"A504";2
"1558";"93";"06";"06125";"06125";"2016";"A504";1
"1559";"93";"06";"06126";"06126";"2016";"A504";6
"1560";"93";"06";"06127";"06127";"2016";"A504";15
"1561";"93";"06";"06128";"06128";"2016";"A504";26
"1562";"93";"06";"06129";"06129";"2016";"A504";3
"1563";"93";"06";"06130";"06130";"2016";"A504";12
"1564";"93";"06";"06131";"06131";"2016";"A504";1
"1565";"93";"06";"06132";"06132";"2016";"A504";3
"1566";"93";"06";"06133";"06133";"2016";"A504";1
"1567";"93";"06";"06134";"06134";"2016";"A504";4
"1568";"93";"06";"06136";"06136";"2016";"A504";15
"1569";"93";"06";"06137";"06137";"2016";"A504";6
"1570";"93";"06";"06138";"06138";"2016";"A504";28
"1571";"93";"06";"06139";"06139";"2016";"A504";1
"1572";"93";"06";"06140";"06140";"2016";"A504";9
"1573";"93";"06";"06141";"06141";"2016";"A504";1
"1574";"93";"06";"06143";"06143";"2016";"A504";6
"1575";"93";"06";"06144";"06144";"2016";"A504";3
"1576";"93";"06";"06146";"06146";"2016";"A504";1
"1577";"93";"06";"06147";"06147";"2016";"A504";8
"1578";"93";"06";"06148";"06148";"2016";"A504";22
"1579";"93";"06";"06149";"06149_0000";"2016";"A504";1
"1580";"93";"06";"06149";"06149_0101";"2016";"A504";4
"1581";"93";"06";"06149";"06149_0102";"2016";"A504";6
"1582";"93";"06";"06149";"06149_0103";"2016";"A504";10
"1583";"93";"06";"06149";"06149_0104";"2016";"A504";4
"1584";"93";"06";"06150";"06150";"2016";"A504";10
"1585";"93";"06";"06151";"06151";"2016";"A504";7
"1586";"93";"06";"06152";"06152_0101";"2016";"A504";39
"1587";"93";"06";"06152";"06152_0102";"2016";"A504";17
"1588";"93";"06";"06152";"06152_0103";"2016";"A504";48
"1589";"93";"06";"06152";"06152_0104";"2016";"A504";8
"1590";"93";"06";"06153";"06153";"2016";"A504";15
"1591";"93";"06";"06154";"06154";"2016";"A504";1
"1592";"93";"06";"06155";"06155_0000";"2016";"A504";1
"1593";"93";"06";"06155";"06155_0101";"2016";"A504";16
"1594";"93";"06";"06155";"06155_0102";"2016";"A504";1
"1595";"93";"06";"06155";"06155_0103";"2016";"A504";15
"1596";"93";"06";"06155";"06155_0104";"2016";"A504";29
"1597";"93";"06";"06155";"06155_0105";"2016";"A504";7
"1598";"93";"06";"06155";"06155_0106";"2016";"A504";10
"1599";"93";"06";"06155";"06155_0107";"2016";"A504";6
"1600";"93";"06";"06155";"06155_0108";"2016";"A504";47
"1601";"93";"06";"06155";"06155_0109";"2016";"A504";21
"1602";"93";"06";"06155";"06155_0110";"2016";"A504";6
"1603";"93";"06";"06156";"06156";"2016";"A504";2
"1604";"93";"06";"06157";"06157_0101";"2016";"A504";49
"1605";"93";"06";"06157";"06157_0102";"2016";"A504";18
"1606";"93";"06";"06157";"06157_0103";"2016";"A504";2
"1607";"93";"06";"06157";"06157_0104";"2016";"A504";2
"1608";"93";"06";"06157";"06157_0105";"2016";"A504";3
"1609";"93";"06";"06157";"06157_0106";"2016";"A504";11
"1610";"93";"06";"06157";"06157_0107";"2016";"A504";3
"1611";"93";"06";"06158";"06158";"2016";"A504";2
"1612";"93";"06";"06159";"06159_0000";"2016";"A504";5
"1613";"93";"06";"06159";"06159_0101";"2016";"A504";8
"1614";"93";"06";"06159";"06159_0102";"2016";"A504";50
"1615";"93";"06";"06159";"06159_0103";"2016";"A504";4
"1616";"93";"06";"06161";"06161_0000";"2016";"A504";3
"1617";"93";"06";"06161";"06161_0101";"2016";"A504";5
"1618";"93";"06";"06161";"06161_0102";"2016";"A504";3
"1619";"93";"06";"06161";"06161_0103";"2016";"A504";13
"1620";"93";"06";"06161";"06161_0104";"2016";"A504";12
"1621";"93";"06";"06161";"06161_0105";"2016";"A504";61
"1622";"93";"06";"06161";"06161_0106";"2016";"A504";12
"1623";"93";"06";"06161";"06161_0107";"2016";"A504";3
"1624";"93";"06";"06162";"06162";"2016";"A504";4
"1625";"93";"06";"06163";"06163";"2016";"A504";17
"1626";"84";"07";"07001";"07001";"2016";"A504";1
"1627";"84";"07";"07002";"07002";"2016";"A504";1
"1628";"84";"07";"07005";"07005";"2016";"A504";8
"1629";"84";"07";"07007";"07007";"2016";"A504";3
"1630";"84";"07";"07008";"07008";"2016";"A504";4
"1631";"84";"07";"07009";"07009";"2016";"A504";3
"1632";"84";"07";"07010";"07010_0101";"2016";"A504";28
"1633";"84";"07";"07010";"07010_0102";"2016";"A504";3
"1634";"84";"07";"07010";"07010_0103";"2016";"A504";9
"1635";"84";"07";"07010";"07010_0201";"2016";"A504";4
"1636";"84";"07";"07010";"07010_0203";"2016";"A504";1
"1637";"84";"07";"07011";"07011";"2016";"A504";6
"1638";"84";"07";"07012";"07012";"2016";"A504";4
"1639";"84";"07";"07013";"07013";"2016";"A504";2
"1640";"84";"07";"07014";"07014";"2016";"A504";1
"1641";"84";"07";"07015";"07015";"2016";"A504";2
"1642";"84";"07";"07017";"07017";"2016";"A504";3
"1643";"84";"07";"07018";"07018";"2016";"A504";2
"1644";"84";"07";"07019";"07019_0101";"2016";"A504";62
"1645";"84";"07";"07019";"07019_0102";"2016";"A504";2
"1646";"84";"07";"07019";"07019_0103";"2016";"A504";28
"1647";"84";"07";"07019";"07019_0104";"2016";"A504";1
"1648";"84";"07";"07019";"07019_0105";"2016";"A504";1
"1649";"84";"07";"07020";"07020";"2016";"A504";1
"1650";"84";"07";"07022";"07022";"2016";"A504";1
"1651";"84";"07";"07023";"07023";"2016";"A504";7
"1652";"84";"07";"07024";"07024";"2016";"A504";4
"1653";"84";"07";"07025";"07025";"2016";"A504";2
"1654";"84";"07";"07026";"07026";"2016";"A504";1
"1655";"84";"07";"07027";"07027";"2016";"A504";2
"1656";"84";"07";"07028";"07028";"2016";"A504";3
"1657";"84";"07";"07030";"07030";"2016";"A504";1
"1658";"84";"07";"07031";"07031";"2016";"A504";9
"1659";"84";"07";"07032";"07032";"2016";"A504";2
"1660";"84";"07";"07033";"07033";"2016";"A504";2
"1661";"84";"07";"07034";"07034";"2016";"A504";5
"1662";"84";"07";"07035";"07035";"2016";"A504";3
"1663";"84";"07";"07036";"07036";"2016";"A504";1
"1664";"84";"07";"07038";"07038";"2016";"A504";1
"1665";"84";"07";"07039";"07039";"2016";"A504";1
"1666";"84";"07";"07040";"07040";"2016";"A504";1
"1667";"84";"07";"07041";"07041";"2016";"A504";2
"1668";"84";"07";"07042";"07042_0000";"2016";"A504";2
"1669";"84";"07";"07042";"07042_0101";"2016";"A504";16
"1670";"84";"07";"07042";"07042_0103";"2016";"A504";1
"1671";"84";"07";"07045";"07045";"2016";"A504";2
"1672";"84";"07";"07048";"07048";"2016";"A504";3
"1673";"84";"07";"07050";"07050";"2016";"A504";5
"1674";"84";"07";"07051";"07051";"2016";"A504";5
"1675";"84";"07";"07052";"07052";"2016";"A504";1
"1676";"84";"07";"07053";"07053";"2016";"A504";3
"1677";"84";"07";"07054";"07054";"2016";"A504";1
"1678";"84";"07";"07055";"07055";"2016";"A504";5
"1679";"84";"07";"07056";"07056";"2016";"A504";1
"1680";"84";"07";"07058";"07058";"2016";"A504";3
"1681";"84";"07";"07061";"07061";"2016";"A504";3
"1682";"84";"07";"07063";"07063";"2016";"A504";1
"1683";"84";"07";"07064";"07064";"2016";"A504";11
"1684";"84";"07";"07066";"07066";"2016";"A504";6
"1685";"84";"07";"07068";"07068";"2016";"A504";1
"1686";"84";"07";"07069";"07069";"2016";"A504";1
"1687";"84";"07";"07070";"07070";"2016";"A504";2
"1688";"84";"07";"07071";"07071";"2016";"A504";1
"1689";"84";"07";"07072";"07072";"2016";"A504";5
"1690";"84";"07";"07073";"07073";"2016";"A504";1
"1691";"84";"07";"07075";"07075";"2016";"A504";1
"1692";"84";"07";"07076";"07076";"2016";"A504";8
"1693";"84";"07";"07078";"07078";"2016";"A504";13
"1694";"84";"07";"07079";"07079";"2016";"A504";3
"1695";"84";"07";"07080";"07080";"2016";"A504";2
"1696";"84";"07";"07081";"07081";"2016";"A504";1
"1697";"84";"07";"07082";"07082";"2016";"A504";1
"1698";"84";"07";"07083";"07083";"2016";"A504";1
"1699";"84";"07";"07087";"07087";"2016";"A504";1
"1700";"84";"07";"07089";"07089";"2016";"A504";3
"1701";"84";"07";"07090";"07090";"2016";"A504";6
"1702";"84";"07";"07093";"07093";"2016";"A504";1
"1703";"84";"07";"07096";"07096";"2016";"A504";2
"1704";"84";"07";"07097";"07097";"2016";"A504";1
"1705";"84";"07";"07099";"07099";"2016";"A504";3
"1706";"84";"07";"07101";"07101";"2016";"A504";11
"1707";"84";"07";"07102";"07102_0101";"2016";"A504";9
"1708";"84";"07";"07102";"07102_0102";"2016";"A504";10
"1709";"84";"07";"07102";"07102_0103";"2016";"A504";2
"1710";"84";"07";"07102";"07102_0104";"2016";"A504";8
"1711";"84";"07";"07106";"07106";"2016";"A504";1
"1712";"84";"07";"07107";"07107";"2016";"A504";3
"1713";"84";"07";"07109";"07109";"2016";"A504";1
"1714";"84";"07";"07110";"07110";"2016";"A504";12
"1715";"84";"07";"07112";"07112";"2016";"A504";1
"1716";"84";"07";"07113";"07113";"2016";"A504";4
"1717";"84";"07";"07114";"07114";"2016";"A504";2
"1718";"84";"07";"07115";"07115";"2016";"A504";6
"1719";"84";"07";"07116";"07116";"2016";"A504";7
"1720";"84";"07";"07117";"07117";"2016";"A504";2
"1721";"84";"07";"07118";"07118";"2016";"A504";1
"1722";"84";"07";"07119";"07119";"2016";"A504";3
"1723";"84";"07";"07120";"07120";"2016";"A504";1
"1724";"84";"07";"07121";"07121";"2016";"A504";1
"1725";"84";"07";"07122";"07122";"2016";"A504";1
"1726";"84";"07";"07123";"07123";"2016";"A504";1
"1727";"84";"07";"07126";"07126";"2016";"A504";4
"1728";"84";"07";"07127";"07127";"2016";"A504";6
"1729";"84";"07";"07128";"07128";"2016";"A504";2
"1730";"84";"07";"07129";"07129";"2016";"A504";11
"1731";"84";"07";"07130";"07130";"2016";"A504";3
"1732";"84";"07";"07131";"07131";"2016";"A504";3
"1733";"84";"07";"07132";"07132";"2016";"A504";18
"1734";"84";"07";"07133";"07133";"2016";"A504";4
"1735";"84";"07";"07134";"07134";"2016";"A504";6
"1736";"84";"07";"07138";"07138";"2016";"A504";4
"1737";"84";"07";"07141";"07141";"2016";"A504";1
"1738";"84";"07";"07142";"07142";"2016";"A504";1
"1739";"84";"07";"07143";"07143";"2016";"A504";3
"1740";"84";"07";"07144";"07144";"2016";"A504";1
"1741";"84";"07";"07145";"07145";"2016";"A504";3
"1742";"84";"07";"07147";"07147";"2016";"A504";2
"1743";"84";"07";"07148";"07148";"2016";"A504";1
"1744";"84";"07";"07152";"07152";"2016";"A504";2
"1745";"84";"07";"07153";"07153";"2016";"A504";3
"1746";"84";"07";"07155";"07155";"2016";"A504";2
"1747";"84";"07";"07156";"07156";"2016";"A504";6
"1748";"84";"07";"07157";"07157";"2016";"A504";5
"1749";"84";"07";"07159";"07159";"2016";"A504";1
"1750";"84";"07";"07161";"07161";"2016";"A504";2
"1751";"84";"07";"07162";"07162";"2016";"A504";1
"1752";"84";"07";"07163";"07163";"2016";"A504";2
"1753";"84";"07";"07165";"07165";"2016";"A504";1
"1754";"84";"07";"07166";"07166";"2016";"A504";3
"1755";"84";"07";"07167";"07167";"2016";"A504";1
"1756";"84";"07";"07169";"07169";"2016";"A504";1
"1757";"84";"07";"07170";"07170";"2016";"A504";1
"1758";"84";"07";"07171";"07171";"2016";"A504";2
"1759";"84";"07";"07172";"07172";"2016";"A504";1
"1760";"84";"07";"07174";"07174";"2016";"A504";2
"1761";"84";"07";"07178";"07178";"2016";"A504";3
"1762";"84";"07";"07181";"07181";"2016";"A504";6
"1763";"84";"07";"07182";"07182";"2016";"A504";2
"1764";"84";"07";"07183";"07183";"2016";"A504";2
"1765";"84";"07";"07185";"07185";"2016";"A504";1
"1766";"84";"07";"07186";"07186_0000";"2016";"A504";4
"1767";"84";"07";"07186";"07186_0101";"2016";"A504";8
"1768";"84";"07";"07186";"07186_0102";"2016";"A504";4
"1769";"84";"07";"07186";"07186_0103";"2016";"A504";1
"1770";"84";"07";"07186";"07186_0104";"2016";"A504";20
"1771";"84";"07";"07188";"07188";"2016";"A504";3
"1772";"84";"07";"07191";"07191";"2016";"A504";6
"1773";"84";"07";"07192";"07192";"2016";"A504";2
"1774";"84";"07";"07194";"07194";"2016";"A504";1
"1775";"84";"07";"07196";"07196";"2016";"A504";2
"1776";"84";"07";"07197";"07197";"2016";"A504";3
"1777";"84";"07";"07199";"07199";"2016";"A504";6
"1778";"84";"07";"07201";"07201";"2016";"A504";28
"1779";"84";"07";"07202";"07202";"2016";"A504";1
"1780";"84";"07";"07204";"07204";"2016";"A504";9
"1781";"84";"07";"07205";"07205";"2016";"A504";1
"1782";"84";"07";"07207";"07207";"2016";"A504";2
"1783";"84";"07";"07208";"07208";"2016";"A504";1
"1784";"84";"07";"07210";"07210";"2016";"A504";1
"1785";"84";"07";"07211";"07211";"2016";"A504";4
"1786";"84";"07";"07212";"07212";"2016";"A504";1
"1787";"84";"07";"07213";"07213";"2016";"A504";2
"1788";"84";"07";"07214";"07214";"2016";"A504";1
"1789";"84";"07";"07217";"07217";"2016";"A504";2
"1790";"84";"07";"07218";"07218";"2016";"A504";1
"1791";"84";"07";"07219";"07219";"2016";"A504";1
"1792";"84";"07";"07224";"07224";"2016";"A504";2
"1793";"84";"07";"07225";"07225";"2016";"A504";5
"1794";"84";"07";"07227";"07227";"2016";"A504";1
"1795";"84";"07";"07228";"07228";"2016";"A504";1
"1796";"84";"07";"07229";"07229";"2016";"A504";6
"1797";"84";"07";"07230";"07230";"2016";"A504";2
"1798";"84";"07";"07231";"07231";"2016";"A504";4
"1799";"84";"07";"07232";"07232";"2016";"A504";1
"1800";"84";"07";"07235";"07235";"2016";"A504";6
"1801";"84";"07";"07236";"07236";"2016";"A504";5
"1802";"84";"07";"07237";"07237";"2016";"A504";3
"1803";"84";"07";"07238";"07238";"2016";"A504";1
"1804";"84";"07";"07241";"07241";"2016";"A504";1
"1805";"84";"07";"07242";"07242";"2016";"A504";1
"1806";"84";"07";"07244";"07244";"2016";"A504";1
"1807";"84";"07";"07245";"07245";"2016";"A504";4
"1808";"84";"07";"07247";"07247";"2016";"A504";2
"1809";"84";"07";"07249";"07249";"2016";"A504";1
"1810";"84";"07";"07250";"07250";"2016";"A504";1
"1811";"84";"07";"07253";"07253";"2016";"A504";1
"1812";"84";"07";"07255";"07255";"2016";"A504";3
"1813";"84";"07";"07256";"07256";"2016";"A504";2
"1814";"84";"07";"07258";"07258";"2016";"A504";1
"1815";"84";"07";"07259";"07259";"2016";"A504";9
"1816";"84";"07";"07260";"07260";"2016";"A504";1
"1817";"84";"07";"07262";"07262";"2016";"A504";4
"1818";"84";"07";"07263";"07263";"2016";"A504";1
"1819";"84";"07";"07264";"07264";"2016";"A504";3
"1820";"84";"07";"07265";"07265";"2016";"A504";3
"1821";"84";"07";"07267";"07267";"2016";"A504";4
"1822";"84";"07";"07268";"07268";"2016";"A504";23
"1823";"84";"07";"07269";"07269";"2016";"A504";6
"1824";"84";"07";"07272";"07272";"2016";"A504";2
"1825";"84";"07";"07273";"07273";"2016";"A504";4
"1826";"84";"07";"07275";"07275";"2016";"A504";1
"1827";"84";"07";"07276";"07276";"2016";"A504";1
"1828";"84";"07";"07278";"07278";"2016";"A504";2
"1829";"84";"07";"07279";"07279";"2016";"A504";8
"1830";"84";"07";"07280";"07280";"2016";"A504";9
"1831";"84";"07";"07281";"07281_0000";"2016";"A504";2
"1832";"84";"07";"07281";"07281_0101";"2016";"A504";4
"1833";"84";"07";"07281";"07281_0102";"2016";"A504";2
"1834";"84";"07";"07281";"07281_0103";"2016";"A504";16
"1835";"84";"07";"07284";"07284";"2016";"A504";1
"1836";"84";"07";"07286";"07286";"2016";"A504";1
"1837";"84";"07";"07288";"07288";"2016";"A504";1
"1838";"84";"07";"07289";"07289";"2016";"A504";1
"1839";"84";"07";"07290";"07290";"2016";"A504";1
"1840";"84";"07";"07291";"07291";"2016";"A504";8
"1841";"84";"07";"07292";"07292";"2016";"A504";2
"1842";"84";"07";"07293";"07293";"2016";"A504";1
"1843";"84";"07";"07294";"07294";"2016";"A504";5
"1844";"84";"07";"07295";"07295";"2016";"A504";7
"1845";"84";"07";"07296";"07296";"2016";"A504";5
"1846";"84";"07";"07297";"07297";"2016";"A504";2
"1847";"84";"07";"07301";"07301";"2016";"A504";2
"1848";"84";"07";"07302";"07302";"2016";"A504";1
"1849";"84";"07";"07303";"07303";"2016";"A504";2
"1850";"84";"07";"07304";"07304";"2016";"A504";8
"1851";"84";"07";"07306";"07306";"2016";"A504";1
"1852";"84";"07";"07307";"07307";"2016";"A504";3
"1853";"84";"07";"07308";"07308";"2016";"A504";7
"1854";"84";"07";"07309";"07309";"2016";"A504";8
"1855";"84";"07";"07310";"07310";"2016";"A504";1
"1856";"84";"07";"07313";"07313";"2016";"A504";4
"1857";"84";"07";"07315";"07315";"2016";"A504";3
"1858";"84";"07";"07316";"07316";"2016";"A504";6
"1859";"84";"07";"07319";"07319_0101";"2016";"A504";18
"1860";"84";"07";"07319";"07319_0102";"2016";"A504";3
"1861";"84";"07";"07319";"07319_0103";"2016";"A504";3
"1862";"84";"07";"07321";"07321";"2016";"A504";1
"1863";"84";"07";"07322";"07322";"2016";"A504";8
"1864";"84";"07";"07323";"07323";"2016";"A504";1
"1865";"84";"07";"07324";"07324_0101";"2016";"A504";40
"1866";"84";"07";"07324";"07324_0102";"2016";"A504";4
"1867";"84";"07";"07324";"07324_0104";"2016";"A504";8
"1868";"84";"07";"07325";"07325";"2016";"A504";5
"1869";"84";"07";"07327";"07327";"2016";"A504";1
"1870";"84";"07";"07328";"07328";"2016";"A504";1
"1871";"84";"07";"07330";"07330";"2016";"A504";78
"1872";"84";"07";"07331";"07331";"2016";"A504";25
"1873";"84";"07";"07332";"07332";"2016";"A504";1
"1874";"84";"07";"07333";"07333";"2016";"A504";1
"1875";"84";"07";"07334";"07334";"2016";"A504";37
"1876";"84";"07";"07335";"07335";"2016";"A504";2
"1877";"84";"07";"07337";"07337";"2016";"A504";4
"1878";"84";"07";"07338";"07338";"2016";"A504";8
"1879";"84";"07";"07339";"07339";"2016";"A504";3
"1880";"84";"07";"07340";"07340";"2016";"A504";1
"1881";"84";"07";"07341";"07341";"2016";"A504";9
"1882";"84";"07";"07342";"07342";"2016";"A504";2
"1883";"84";"07";"07343";"07343";"2016";"A504";5
"1884";"84";"07";"07345";"07345";"2016";"A504";1
"1885";"84";"07";"07346";"07346";"2016";"A504";14
"1886";"84";"07";"07347";"07347";"2016";"A504";1
"1887";"84";"07";"07348";"07348";"2016";"A504";16
"1888";"84";"07";"07349";"07349_0101";"2016";"A504";10
"1889";"84";"07";"07349";"07349_0102";"2016";"A504";3
"1890";"44";"08";"08004";"08004";"2016";"A504";1
"1891";"44";"08";"08008";"08008";"2016";"A504";1
"1892";"44";"08";"08013";"08013";"2016";"A504";1
"1893";"44";"08";"08020";"08020";"2016";"A504";1
"1894";"44";"08";"08025";"08025";"2016";"A504";6
"1895";"44";"08";"08028";"08028";"2016";"A504";1
"1896";"44";"08";"08030";"08030";"2016";"A504";1
"1897";"44";"08";"08038";"08038";"2016";"A504";1
"1898";"44";"08";"08039";"08039";"2016";"A504";1
"1899";"44";"08";"08040";"08040";"2016";"A504";2
"1900";"44";"08";"08043";"08043";"2016";"A504";1
"1901";"44";"08";"08045";"08045";"2016";"A504";1
"1902";"44";"08";"08053";"08053";"2016";"A504";9
"1903";"44";"08";"08056";"08056";"2016";"A504";1
"1904";"44";"08";"08067";"08067";"2016";"A504";2
"1905";"44";"08";"08071";"08071";"2016";"A504";1
"1906";"44";"08";"08075";"08075";"2016";"A504";2
"1907";"44";"08";"08078";"08078";"2016";"A504";1
"1908";"44";"08";"08081";"08081_0101";"2016";"A504";5
"1909";"44";"08";"08081";"08081_0102";"2016";"A504";5
"1910";"44";"08";"08085";"08085";"2016";"A504";1
"1911";"44";"08";"08089";"08089";"2016";"A504";1
"1912";"44";"08";"08090";"08090";"2016";"A504";9
"1913";"44";"08";"08103";"08103";"2016";"A504";1
"1914";"44";"08";"08105";"08105_0101";"2016";"A504";3
"1915";"44";"08";"08105";"08105_0102";"2016";"A504";1
"1916";"44";"08";"08105";"08105_0201";"2016";"A504";1
"1917";"44";"08";"08105";"08105_0301";"2016";"A504";2
"1918";"44";"08";"08105";"08105_0302";"2016";"A504";4
"1919";"44";"08";"08105";"08105_0401";"2016";"A504";67
"1920";"44";"08";"08105";"08105_0402";"2016";"A504";38
"1921";"44";"08";"08105";"08105_0501";"2016";"A504";20
"1922";"44";"08";"08105";"08105_0502";"2016";"A504";18
"1923";"44";"08";"08105";"08105_0601";"2016";"A504";4
"1924";"44";"08";"08105";"08105_0701";"2016";"A504";4
"1925";"44";"08";"08105";"08105_0702";"2016";"A504";1
"1926";"44";"08";"08105";"08105_0802";"2016";"A504";2
"1927";"44";"08";"08105";"08105_0803";"2016";"A504";6
"1928";"44";"08";"08105";"08105_0901";"2016";"A504";4
"1929";"44";"08";"08105";"08105_0902";"2016";"A504";12
"1930";"44";"08";"08105";"08105_1002";"2016";"A504";9
"1931";"44";"08";"08107";"08107";"2016";"A504";2
"1932";"44";"08";"08111";"08111";"2016";"A504";1
"1933";"44";"08";"08113";"08113";"2016";"A504";1
"1934";"44";"08";"08115";"08115";"2016";"A504";1
"1935";"44";"08";"08116";"08116";"2016";"A504";4
"1936";"44";"08";"08122";"08122";"2016";"A504";2
"1937";"44";"08";"08123";"08123";"2016";"A504";1
"1938";"44";"08";"08133";"08133";"2016";"A504";1
"1939";"44";"08";"08139";"08139";"2016";"A504";1
"1940";"44";"08";"08140";"08140";"2016";"A504";1
"1941";"44";"08";"08142";"08142";"2016";"A504";3
"1942";"44";"08";"08145";"08145";"2016";"A504";3
"1943";"44";"08";"08151";"08151";"2016";"A504";1
"1944";"44";"08";"08152";"08152";"2016";"A504";2
"1945";"44";"08";"08153";"08153";"2016";"A504";2
"1946";"44";"08";"08156";"08156";"2016";"A504";1
"1947";"44";"08";"08166";"08166";"2016";"A504";1
"1948";"44";"08";"08174";"08174";"2016";"A504";4
"1949";"44";"08";"08179";"08179";"2016";"A504";1
"1950";"44";"08";"08180";"08180";"2016";"A504";3
"1951";"44";"08";"08183";"08183";"2016";"A504";1
"1952";"44";"08";"08184";"08184";"2016";"A504";1
"1953";"44";"08";"08185";"08185_0101";"2016";"A504";5
"1954";"44";"08";"08185";"08185_0102";"2016";"A504";3
"1955";"44";"08";"08187";"08187";"2016";"A504";1
"1956";"44";"08";"08188";"08188";"2016";"A504";2
"1957";"44";"08";"08190";"08190_0000";"2016";"A504";1
"1958";"44";"08";"08190";"08190_0102";"2016";"A504";21
"1959";"44";"08";"08190";"08190_0103";"2016";"A504";10
"1960";"44";"08";"08191";"08191";"2016";"A504";1
"1961";"44";"08";"08198";"08198";"2016";"A504";1
"1962";"44";"08";"08206";"08206";"2016";"A504";1
"1963";"44";"08";"08211";"08211";"2016";"A504";1
"1964";"44";"08";"08214";"08214";"2016";"A504";3
"1965";"44";"08";"08218";"08218";"2016";"A504";3
"1966";"44";"08";"08222";"08222";"2016";"A504";4
"1967";"44";"08";"08226";"08226";"2016";"A504";2
"1968";"44";"08";"08230";"08230";"2016";"A504";1
"1969";"44";"08";"08232";"08232";"2016";"A504";2
"1970";"44";"08";"08235";"08235";"2016";"A504";1
"1971";"44";"08";"08237";"08237";"2016";"A504";1
"1972";"44";"08";"08238";"08238";"2016";"A504";1
"1973";"44";"08";"08239";"08239";"2016";"A504";2
"1974";"44";"08";"08243";"08243";"2016";"A504";1
"1975";"44";"08";"08248";"08248";"2016";"A504";2
"1976";"44";"08";"08254";"08254";"2016";"A504";2
"1977";"44";"08";"08262";"08262";"2016";"A504";1
"1978";"44";"08";"08263";"08263";"2016";"A504";1
"1979";"44";"08";"08275";"08275";"2016";"A504";1
"1980";"44";"08";"08279";"08279";"2016";"A504";1
"1981";"44";"08";"08282";"08282";"2016";"A504";4
"1982";"44";"08";"08284";"08284";"2016";"A504";2
"1983";"44";"08";"08298";"08298";"2016";"A504";3
"1984";"44";"08";"08302";"08302";"2016";"A504";9
"1985";"44";"08";"08303";"08303";"2016";"A504";1
"1986";"44";"08";"08311";"08311";"2016";"A504";5
"1987";"44";"08";"08314";"08314";"2016";"A504";1
"1988";"44";"08";"08316";"08316";"2016";"A504";1
"1989";"44";"08";"08320";"08320";"2016";"A504";1
"1990";"44";"08";"08326";"08326";"2016";"A504";1
"1991";"44";"08";"08327";"08327";"2016";"A504";2
"1992";"44";"08";"08328";"08328_0101";"2016";"A504";3
"1993";"44";"08";"08328";"08328_0102";"2016";"A504";5
"1994";"44";"08";"08329";"08329";"2016";"A504";1
"1995";"44";"08";"08330";"08330";"2016";"A504";1
"1996";"44";"08";"08339";"08339";"2016";"A504";1
"1997";"44";"08";"08341";"08341";"2016";"A504";3
"1998";"44";"08";"08346";"08346";"2016";"A504";1
"1999";"44";"08";"08347";"08347";"2016";"A504";1
"2000";"44";"08";"08349";"08349";"2016";"A504";1
"2001";"44";"08";"08352";"08352";"2016";"A504";1
"2002";"44";"08";"08353";"08353";"2016";"A504";1
"2003";"44";"08";"08354";"08354";"2016";"A504";1
"2004";"44";"08";"08361";"08361";"2016";"A504";2
"2005";"44";"08";"08362";"08362_0101";"2016";"A504";10
"2006";"44";"08";"08362";"08362_0102";"2016";"A504";7
"2007";"44";"08";"08362";"08362_0103";"2016";"A504";2
"2008";"44";"08";"08363";"08363_0101";"2016";"A504";1
"2009";"44";"08";"08363";"08363_0102";"2016";"A504";5
"2010";"44";"08";"08363";"08363_0103";"2016";"A504";5
"2011";"44";"08";"08363";"08363_0105";"2016";"A504";2
"2012";"44";"08";"08364";"08364";"2016";"A504";1
"2013";"44";"08";"08365";"08365";"2016";"A504";2
"2014";"44";"08";"08367";"08367";"2016";"A504";7
"2015";"44";"08";"08370";"08370";"2016";"A504";2
"2016";"44";"08";"08376";"08376";"2016";"A504";1
"2017";"44";"08";"08379";"08379";"2016";"A504";1
"2018";"44";"08";"08381";"08381";"2016";"A504";1
"2019";"44";"08";"08385";"08385";"2016";"A504";5
"2020";"44";"08";"08395";"08395";"2016";"A504";1
"2021";"44";"08";"08402";"08402";"2016";"A504";1
"2022";"44";"08";"08403";"08403";"2016";"A504";1
"2023";"44";"08";"08406";"08406";"2016";"A504";1
"2024";"44";"08";"08409";"08409_0101";"2016";"A504";1
"2025";"44";"08";"08409";"08409_0102";"2016";"A504";3
"2026";"44";"08";"08409";"08409_0201";"2016";"A504";6
"2027";"44";"08";"08409";"08409_0202";"2016";"A504";8
"2028";"44";"08";"08409";"08409_0301";"2016";"A504";22
"2029";"44";"08";"08409";"08409_0302";"2016";"A504";30
"2030";"44";"08";"08409";"08409_0303";"2016";"A504";8
"2031";"44";"08";"08409";"08409_0401";"2016";"A504";2
"2032";"44";"08";"08409";"08409_0402";"2016";"A504";3
"2033";"44";"08";"08416";"08416";"2016";"A504";2
"2034";"44";"08";"08419";"08419";"2016";"A504";2
"2035";"44";"08";"08420";"08420";"2016";"A504";2
"2036";"44";"08";"08422";"08422";"2016";"A504";1
"2037";"44";"08";"08439";"08439";"2016";"A504";1
"2038";"44";"08";"08443";"08443";"2016";"A504";1
"2039";"44";"08";"08448";"08448";"2016";"A504";4
"2040";"44";"08";"08456";"08456";"2016";"A504";1
"2041";"44";"08";"08457";"08457";"2016";"A504";3
"2042";"44";"08";"08460";"08460";"2016";"A504";1
